response_id,date,year,age_range,gender,language,belonging,cultural_activities,te_reo,cultural_knowledge,trust_nz_government,trust_local_council,trust_nz_police,safety,discrimination,loneliness,independence,support_in_crisis,level_of_control,volunteering_time,paid_working_hours,job_satisfaction,work_life_balance,leisure_time,be_yourself_in_nz,be_yourself_in_newlands,life_satisfaction,meaning_and_purpose,family_wellbeing,access_to_natural_environment,work_travel_time,basic_life_skills,newlands_resident,home_disaster_ready,neighbourhood_support_group,out_of_newlands_during_day,place_out_of_newlands_disaster_ready,satisfaction_income,confident_in_finding_a_new_job,confident_water_safety,optimal_use_of_land,personal_mental_health,vote_local_elections_2019,vote_general_election_2020,voted_local_elections_2022,voted_general_elections_2023
1,11/05/2019,2019,45-54,Female,100,75,0,5,50,50,75,90,50,0,100,80,50,50,60,37,50,35,20,75,75,50,50,10,75,10,90,1,0,0,1,1,,,,,,,,,
2,11/05/2019,2019,35-44,Male,100,50,0,0,55,55,55,100,100,55,50,100,100,50,50,50,50,50,0,50,100,50,0,,50,50,100,1,1,0,1,1,,,,,,,,,
3,11/05/2019,2019,45-54,Male,100,100,100,0,55,100,100,100,75,65,100,100,75,75,75,45,75,65,40,75,85,80,80,80,85,30,70,1,1,0,1,1,,,,,,,,,
4,11/05/2019,2019,35-44,Female,95,65,80,10,75,50,55,80,75,65,45,55,65,60,50,40,60,55,40,45,50,50,55,60,80,30,35,1,0,0,1,1,,,,,,,,,
5,11/05/2019,2019,45-54,Female,100,100,50,0,55,55,55,60,50,0,80,100,100,100,0,36,36,100,60,100,100,100,100,100,100,15,100,1,1,0,0,1,,,,,,,,,
6,11/05/2019,2019,35-44,Male,100,100,50,0,50,60,60,100,100,50,90,100,90,90,50,45,50,50,35,90,90,70,70,100,100,40,80,1,1,0,1,1,,,,,,,,,
7,11/05/2019,2019,35-44,Female,100,50,0,0,0,20,20,70,60,0,100,80,10,70,20,40,40,50,50,100,0,80,50,99,100,30,100,0,1,0,,,,,,,,,,,
8,11/05/2019,2019,45-54,Female,100,100,100,25,100,55,60,100,25,0,100,70,100,70,100,40,100,100,15,100,100,100,100,70,100,,80,1,1,1,0,,,,,,,,,,
9,11/05/2019,2019,35-44,Male,100,100,100,70,100,75,70,70,80,0,65,65,100,80,55,40,50,45,60,85,80,95,95,95,95,25,95,1,1,1,1,1,,,,,,,,,
10,11/05/2019,2019,35-44,Female,65,75,50,10,50,50,50,75,75,25,100,75,100,75,50,35,75,25,25,75,90,90,75,60,75,15,75,1,1,0,1,1,,,,,,,,,
11,11/05/2019,2019,55-64,Female,100,100,50,5,70,75,75,90,90,10,90,85,50,75,20,50,80,35,15,90,90,70,70,70,95,30,95,1,0,0,1,,,,,,,,,,
12,11/05/2019,2019,65-74,Female,100,100,0,0,0,70,70,70,70,50,80,100,100,90,95,10,80,80,60,95,95,55,70,65,90,30,95,1,1,0,1,1,,,,,,,,,
13,11/05/2019,2019,35-44,Female,60,60,0,0,0,50,50,50,50,60,50,70,50,70,70,30,50,50,40,80,80,80,80,80,80,15,80,0,1,0,0,0,,,,,,,,,
14,11/05/2019,2019,45-54,Male,90,85,75,10,30,50,65,70,90,0,90,65,50,70,70,35,30,75,30,90,85,50,50,70,70,30,95,1,0,0,1,1,,,,,,,,,
15,11/05/2019,2019,45-54,Male,100,100,70,20,45,45,60,80,90,0,100,95,85,95,25,30,75,70,30,90,75,80,80,75,80,30,80,1,,0,1,1,,,,,,,,,
16,11/05/2019,2019,35-44,Male,30,30,5,10,10,45,40,95,80,40,50,55,50,50,50,45,45,45,45,40,50,50,50,60,50,50,25,0,0,0,0,0,,,,,,,,,
17,11/05/2019,2019,35-44,Female,100,75,0,15,50,50,45,80,50,70,95,100,100,80,10,15,75,85,60,75,75,70,85,90,90,15,95,1,0,0,1,0,,,,,,,,,
18,11/05/2019,2019,25-34,Female,100,50,50,50,50,60,55,100,55,0,50,50,100,100,50,50,50,,30,45,45,55,60,75,75,35,75,1,1,1,1,1,,,,,,,,,
19,11/05/2019,2019,35-44,Male,95,90,25,0,50,80,85,85,75,50,50,65,50,50,50,40,50,50,50,50,50,50,80,70,45,25,80,1,0,0,0,0,,,,,,,,,
20,11/05/2019,2019,25-34,Male,100,50,0,0,90,10,35,55,100,60,0,95,50,50,0,45,65,35,15,100,95,35,40,20,30,30,95,1,0,0,0,0,,,,,,,,,
21,11/05/2019,2019,35-44,Male,100,80,80,40,80,70,75,100,100,80,75,100,100,80,85,60,65,40,25,75,90,100,100,100,100,20,90,1,1,1,1,1,,,,,,,,,
22,11/05/2019,2019,45-54,Female,100,100,0,0,50,100,100,100,50,0,100,100,100,100,50,30,50,50,30,100,100,50,100,100,100,50,100,1,1,0,1,1,,,,,,,,,
23,11/05/2019,2019,35-44,Male,100,100,50,15,100,65,60,100,80,0,100,80,100,95,85,40,100,100,40,100,100,100,90,100,100,10,100,1,1,1,1,1,,,,,,,,,
24,11/05/2019,2019,35-44,Female,95,95,55,10,10,95,95,95,55,10,90,95,65,95,50,10,,95,50,95,95,95,95,100,55,,35,1,1,1,1,1,,,,,,,,,
25,11/05/2019,2019,18-24,Female,100,100,50,50,50,50,50,75,55,55,85,90,70,80,70,50,15,50,45,95,95,65,55,100,75,35,85,1,0,0,0,0,,,,,,,,,
26,11/05/2019,2019,45-54,Female,50,80,60,10,70,50,30,75,25,0,40,90,60,70,20,40,75,85,40,80,80,75,60,75,95,50,95,1,0,0,1,1,,,,,,,,,
27,11/05/2019,2019,45-54,Female,95,70,65,10,10,50,60,80,40,15,90,80,95,80,50,25,90,90,50,90,90,80,80,85,85,20,90,1,1,1,0,,,,,,,,,,
28,11/05/2019,2019,45-54,Male,100,95,100,1,91,61,61,89,87,31,89,100,71,100,85,60,95,93,43,37,63,65,93,90,65,45,100,1,1,0,1,1,,,,,,,,,
29,11/05/2019,2019,35-44,Male,95,95,95,45,95,65,65,80,80,0,85,95,95,90,50,50,90,80,30,90,90,90,85,85,85,25,90,1,1,0,1,1,,,,,,,,,
30,11/03/2019,2019,45-54,Female,100,100,49,38,100,70,70,49,50,50,100,100,100,100,90,40,100,100,40,50,50,100,100,95,100,30,95,1,0,0,1,1,,,,,,,,,
31,11/03/2019,2019,35-44,Female,100,100,100,1,0,100,100,100,50,0,100,100,50,100,100,50,50,50,49,50,50,50,51,100,100,20,50,1,1,1,0,0,,,,,,,,,
32,11/03/2019,2019,45-54,Female,100,100,100,10,100,15,50,78,8,8,96,93,100,60,91,30,78,21,8,96,96,96,100,100,100,4,96,1,0,0,0,,,,,,,,,,
33,11/03/2019,2019,35-44,Male,90,90,90,10,0,56,56,85,85,4,90,70,90,89,10,40,90,50,10,80,80,75,85,85,100,25,98,1,0,0,0,0,,,,,,,,,
34,11/03/2019,2019,35-44,Female,100,100,100,0,100,50,50,50,50,50,50,50,50,50,50,30,40,0,0,50,50,45,50,50,50,50,100,0,0,0,0,0,,,,,,,,,
35,11/03/2019,2019,45-54,Male,100,100,100,0,50,0,1,50,50,100,50,90,75,85,9,50,90,50,51,95,50,92,93,97,55,32,100,1,1,0,0,0,,,,,,,,,
36,11/03/2019,2019,35-44,Female,0,50,1,0,0,0,0,60,0,100,50,0,50,50,50,12,16,17,1,50,50,50,50,73,50,50,100,1,1,0,0,,,,,,,,,,
37,11/03/2019,2019,45-54,Female,100,100,50,0,100,50,25,80,85,0,100,80,84,80,50,36,50,50,10,100,100,91,64,74,50,40,85,1,0,1,0,,,,,,,,,,
38,11/03/2019,2019,65-74,Female,100,100,50,0,0,30,32,100,50,0,80,78,100,100,50,30,100,100,60,100,100,100,100,85,85,10,79,1,1,0,0,,,,,,,,,,
39,11/03/2019,2019,35-44,Female,50,94,0,0,0,50,50,100,0,0,50,,100,100,50,25,50,50,11,50,50,50,50,100,50,22,50,1,1,0,1,1,,,,,,,,,
40,11/03/2019,2019,35-44,Female,100,95,85,7,40,50,50,92,89,6,100,100,90,88,56,5,50,50,50,75,75,95,91,100,87,4,80,1,1,1,1,1,,,,,,,,,
41,11/03/2019,2019,45-54,Female,100,100,0,0,50,50,65,100,7,0,85,85,91,50,60,40,65,63,13,100,100,81,81,41,39,10,100,1,0,1,0,,,,,,,,,,
42,11/03/2019,2019,35-44,Female,50,90,100,50,50,50,100,100,50,0,100,50,50,50,70,50,50,50,50,100,50,50,51,80,50,30,50,0,0,0,0,0,,,,,,,,,
43,11/03/2019,2019,35-44,Female,100,100,50,25,100,50,55,100,75,0,100,100,100,100,50,50,100,100,50,100,100,100,100,75,100,15,60,1,1,0,0,1,,,,,,,,,
44,11/03/2019,2019,35-44,Female,100,100,100,0,100,0,100,100,100,,100,100,100,50,50,50,100,50,50,1,50,50,50,100,100,50,50,1,1,1,1,1,,,,,,,,,
45,11/03/2019,2019,45-54,Female,100,77,50,0,50,50,50,51,59,50,100,86,100,91,5,10,81,50,60,100,100,86,87,88,100,21,93,1,0,0,0,1,,,,,,,,,
46,11/03/2019,2019,45-54,Female,100,100,50,0,0,45,36,100,50,0,51,100,100,100,50,50,50,50,50,50,50,50,50,100,100,0,100,1,1,0,0,1,,,,,,,,,
47,11/03/2019,2019,45-54,Female,100,50,,5,50,15,15,50,65,5,60,80,69,65,60,10,75,30,55,40,45,50,50,60,65,15,85,0,1,1,0,,,,,,,,,,
48,11/03/2019,2019,45-54,Female,100,50,50,0,50,55,30,100,100,0,100,100,100,100,0,50,100,100,7,100,100,100,100,100,100,0,100,1,1,0,0,1,,,,,,,,,
49,11/03/2019,2019,25-34,Female,100,100,95,50,0,60,60,60,60,49,70,70,80,80,80,31,95,75,15,100,90,90,90,70,100,45,89,1,,0,0,,,,,,,,,,
50,11/03/2019,2019,15-18,Female,78,50,25,0,25,65,65,60,35,5,50,50,49,54,47,10,69,68,13,35,35,70,100,75,50,10,50,1,1,0,0,1,,,,,,,,,
51,11/03/2019,2019,45-54,Female,0,100,100,0,50,41,48,100,51,100,100,100,100,50,75,40,50,50,10,40,50,50,50,50,49,40,64,1,1,0,1,1,,,,,,,,,
52,11/03/2019,2019,45-54,Male,100,100,50,0,0,14,15,100,50,50,100,100,100,100,50,15,100,100,50,50,50,50,50,100,50,35,50,1,1,0,,,,,,,,,,,
53,11/03/2019,2019,55-64,Male,4,100,95,10,70,25,25,15,75,20,76,94,44,100,100,45,95,80,40,100,100,100,100,100,,60,100,1,1,0,1,1,,,,,,,,,
54,11/03/2019,2019,45-54,Female,100,100,50,40,100,40,20,60,100,1,80,80,100,75,0,22,30,100,25,100,100,90,100,100,100,20,100,1,0,0,1,1,,,,,,,,,
55,11/03/2019,2019,35-44,Female,100,92,50,0,94,32,27,80,44,50,50,100,96,96,5,50,33,97,5,50,50,50,50,50,83,50,50,1,0,0,0,,,,,,,,,,
56,11/03/2019,2019,55-64,Female,25,90,95,8,30,20,20,17,16,40,75,75,40,58,5,20,50,50,51,100,100,100,90,95,69,40,75,1,1,0,0,,,,,,,,,,
57,11/03/2019,2019,45-54,Female,100,100,25,20,100,75,65,50,65,0,90,85,100,75,15,40,80,80,20,92,85,80,90,90,91,12,90,1,0,0,1,1,,,,,,,,,
58,11/03/2019,2019,25-34,Female,100,50,50,0,50,50,50,100,100,0,100,100,100,100,100,0,50,50,0,50,50,50,50,50,75,40,50,1,0,0,1,0,,,,,,,,,
59,11/03/2019,2019,35-44,Female,100,50,1,0,0,1,0,100,99,50,75,75,100,50,50,40,50,75,31,50,50,50,100,86,50,29,75,0,0,0,0,1,,,,,,,,,
60,11/03/2019,2019,35-44,Female,100,100,90,50,50,65,65,96,50,45,75,97,95,86,96,30,75,31,24,92,92,83,95,89,81,8,96,1,1,0,0,,,,,,,,,,
61,11/02/2019,2019,35-44,Male,15,95,45,10,25,50,75,40,100,10,100,100,50,100,50,40,75,80,60,90,90,90,87,90,100,10,75,1,0,0,0,1,,,,,,,,,
62,11/02/2019,2019,45-54,Male,88,94,75,0,49,57,60,56,100,50,75,75,75,75,50,45,50,51,16,75,75,70,70,80,80,15,90,1,1,0,0,,,,,,,,,,
63,11/02/2019,2019,35-44,Female,100,100,,0,100,100,100,100,50,45,50,100,100,100,100,45,100,100,50,100,100,50,50,100,100,25,75,1,0,0,1,1,,,,,,,,,
64,11/02/2019,2019,35-44,Female,100,100,0,0,100,100,100,50,100,0,50,0,50,50,100,0,50,50,50,0,50,49,50,50,0,0,50,1,0,0,0,,,,,,,,,,
65,11/02/2019,2019,35-44,Female,5,40,0,2,2,45,45,100,50,0,95,100,50,60,0,40,75,50,10,50,50,100,100,60,100,39,95,1,0,0,1,0,,,,,,,,,
66,11/02/2019,2019,35-44,Female,100,100,100,0,100,0,20,20,20,60,90,100,100,100,60,25,40,25,25,60,90,80,84,88,59,40,97,1,1,1,1,0,,,,,,,,,
67,11/02/2019,2019,45-54,Female,100,75,50,40,100,75,50,80,25,50,50,46,36,65,50,50,45,15,3,42,50,60,75,55,56,0,90,1,1,0,0,,,,,,,,,,
68,11/02/2019,2019,35-44,Female,100,100,50,10,0,70,70,95,90,0,100,90,100,100,50,40,100,75,30,80,80,90,90,80,80,25,93,1,0,0,1,1,,,,,,,,,
69,11/02/2019,2019,35-44,Female,100,100,80,60,95,98,50,90,51,0,100,100,50,100,90,35,100,75,30,100,50,100,100,100,50,10,100,1,1,0,0,1,,,,,,,,,
70,11/02/2019,2019,35-44,Male,100,95,50,10,50,24,40,70,80,10,100,100,100,100,50,40,95,95,25,100,100,100,100,100,100,20,95,1,1,0,,,,,,,,,,,
71,11/02/2019,2019,55-64,Male,100,100,50,0,60,25,15,75,65,0,75,95,25,60,50,45,95,75,50,70,70,80,80,80,80,50,85,1,0,1,1,1,,,,,,,,,
72,11/02/2019,2019,35-44,Male,90,90,90,0,80,100,100,100,100,30,100,100,80,90,100,50,100,100,50,100,100,100,100,90,70,25,80,1,0,1,1,0,,,,,,,,,
73,11/02/2019,2019,45-54,Male,95,90,0,0,1,85,85,90,90,50,95,90,95,90,0,50,50,50,10,90,90,80,85,85,95,5,95,1,1,0,1,1,,,,,,,,,
74,11/02/2019,2019,45-54,Male,100,100,50,0,50,100,,100,100,0,100,100,50,50,100,50,50,0,50,100,100,50,50,100,100,50,50,1,0,0,1,0,,,,,,,,,
75,11/02/2019,2019,35-44,Female,100,100,0,0,50,40,0,100,50,0,100,100,100,100,100,20,50,50,25,50,49,50,51,100,50,10,50,1,1,0,1,1,,,,,,,,,
76,11/02/2019,2019,25-34,Female,75,80,50,10,50,75,75,100,85,25,75,90,85,80,75,32,80,80,60,90,90,85,80,70,80,15,90,1,0,0,1,0,,,,,,,,,
77,11/02/2019,2019,35-44,Female,95,90,0,10,50,60,55,80,50,1,95,95,85,85,35,35,50,49,10,70,59,50,75,,75,25,75,1,1,0,1,1,,,,,,,,,
78,11/02/2019,2019,35-44,Female,100,5,50,5,45,80,75,90,90,5,90,50,25,90,75,10,50,50,15,85,85,85,60,60,70,15,60,1,1,1,1,1,,,,,,,,,
79,11/02/2019,2019,45-54,Male,100,100,100,0,49,49,40,80,100,0,100,100,100,100,50,30,50,100,50,100,100,100,100,100,100,5,50,1,0,,1,1,,,,,,,,,
80,11/01/2019,2019,35-44,Female,100,100,49,1,0,80,75,100,74,0,100,77,100,62,56,37,51,54,35,81,78,79,81,73,79,20,79,1,0,0,0,0,,,,,,,,,
81,11/01/2019,2019,45-54,Female,100,100,50,25,50,25,23,95,51,0,95,94,85,90,50,50,85,75,15,90,80,81,90,75,70,20,97,1,1,0,1,1,,,,,,,,,
82,11/01/2019,2019,35-44,Female,45,100,72,12,0,100,50,100,50,0,100,50,50,100,0,40,50,50,28,100,100,100,50,100,50,34,100,1,1,0,1,1,,,,,,,,,
83,11/01/2019,2019,35-44,Female,21,70,50,20,71,40,40,31,40,80,75,80,85,55,80,0,100,50,15,75,75,50,65,66,55,0,70,0,0,0,0,0,,,,,,,,,
84,11/01/2019,2019,35-44,Female,50,99,93,47,85,11,13,22,62,67,100,100,50,73,40,50,50,53,17,73,55,47,92,50,37,60,100,1,0,0,1,0,,,,,,,,,
85,11/01/2019,2019,35-44,Female,100,100,35,60,46,25,32,75,35,5,74,100,75,80,45,15,35,80,60,85,85,72,85,40,62,40,85,1,0,1,1,1,,,,,,,,,
86,11/01/2019,2019,45-54,Female,100,100,0,0,15,60,,50,70,0,100,100,85,100,80,25,90,85,25,100,100,90,80,80,85,10,70,1,0,0,0,,,,,,,,,,
87,11/01/2019,2019,35-44,Female,90,90,50,20,50,80,80,80,85,5,85,75,85,80,50,45,85,85,35,80,90,85,65,50,25,60,80,1,0,0,0,1,,,,,,,,,
88,11/01/2019,2019,45-54,Female,85,87,75,13,88,63,55,,,42,93,64,82,54,70,35,50,50,32,72,71,68,48,50,93,13,75,1,1,1,1,1,,,,,,,,,
89,11/01/2019,2019,45-54,Male,100,100,0,0,50,24,50,43,100,0,100,100,100,76,51,40,50,50,50,100,100,50,51,50,83,22,77,1,0,0,1,1,,,,,,,,,
90,11/01/2019,2019,45-54,Male,65,62,10,0,0,70,53,100,74,7,100,0,92,70,100,51,73,69,23,84,90,87,80,67,73,32,73,1,1,0,1,1,,,,,,,,,
91,11/01/2019,2019,35-44,Male,100,100,0,0,50,66,70,100,100,5,100,100,100,100,70,60,85,85,50,95,95,50,72,80,95,20,80,1,0,0,1,1,,,,,,,,,
92,11/01/2019,2019,35-44,Male,100,50,0,0,0,40,32,100,100,75,80,100,100,100,54,55,75,55,35,60,70,100,100,80,80,25,65,1,0,0,0,,,,,,,,,,
93,11/01/2019,2019,35-44,Female,100,90,70,10,100,0,0,80,10,70,100,100,70,70,70,40,50,0,2,50,50,50,100,100,80,7,80,1,0,0,1,1,,,,,,,,,
94,11/01/2019,2019,35-44,Female,50,100,52,37,51,0,0,0,50,100,50,100,50,51,52,50,50,50,0,50,50,50,51,100,50,33,54,0,1,0,0,0,,,,,,,,,
95,11/01/2019,2019,35-44,Female,89,81,50,0,44,50,50,88,90,74,13,84,90,88,72,39,93,83,60,50,50,61,63,80,18,18,,0,0,0,0,0,,,,,,,,,
96,11/01/2019,2019,45-54,Female,100,50,50,7,100,55,50,83,85,50,33,52,82,50,50,20,50,50,22,32,40,50,46,10,34,3,74,1,1,1,1,1,,,,,,,,,
97,11/01/2019,2019,35-44,Female,95,60,0,0,5,52,46,72,36,75,50,65,50,55,45,50,50,5,15,35,45,50,50,62,60,30,35,1,1,0,1,1,,,,,,,,,
98,11/01/2019,2019,45-54,Male,100,100,0,2,0,11,47,100,100,57,100,100,100,72,55,35,86,57,41,51,55,66,53,82,81,60,100,0,0,1,1,0,,,,,,,,,
99,11/01/2019,2019,35-44,Female,,49,0,50,50,49,25,69,65,0,100,100,51,100,72,30,75,100,10,100,100,80,80,100,100,0,100,1,1,0,0,1,,,,,,,,,
100,11/01/2019,2019,35-44,Female,13,55,50,22,25,25,35,46,52,0,50,100,65,63,15,25,67,25,0,50,50,45,35,45,50,25,40,1,0,0,1,0,,,,,,,,,
101,11/01/2019,2019,55-64,Female,10,100,53,33,51,52,36,99,99,98,90,100,98,60,47,52,51,51,15,54,56,50,52,71,98,40,85,1,1,0,1,1,,,,,,,,,
102,11/01/2019,2019,35-44,Female,81,85,0,21,51,70,65,100,80,50,100,80,80,80,40,30,75,75,46,,45,70,80,80,80,60,80,1,1,0,0,,,,,,,,,,
103,11/01/2019,2019,35-44,Female,100,100,49,13,32,22,20,68,67,10,25,100,77,74,74,60,70,67,35,82,83,50,49,90,81,60,98,1,0,0,1,1,,,,,,,,,
104,11/01/2019,2019,45-54,Male,100,60,100,0,60,0,65,100,100,0,50,100,55,100,70,40,50,45,45,50,50,50,50,70,80,25,90,1,1,0,1,1,,,,,,,,,
105,11/01/2019,2019,35-44,Female,100,81,100,8,7,47,49,100,51,0,100,80,100,73,0,50,100,100,16,100,100,81,100,100,100,26,72,1,0,0,1,1,,,,,,,,,
106,11/01/2019,2019,35-44,Male,100,99,99,0,0,0,0,99,52,0,99,98,98,100,98,51,51,72,40,99,98,64,63,64,99,20,81,1,1,0,1,0,,,,,,,,,
107,11/01/2019,2019,35-44,Female,100,100,50,0,1,50,50,78,56,26,74,,92,85,93,43,90,87,24,69,66,75,95,91,40,25,77,1,,0,1,1,,,,,,,,,
108,11/01/2019,2019,45-54,Female,50,26,45,5,17,45,50,80,80,50,65,95,70,88,86,15,35,35,15,16,25,57,60,75,60,30,80,1,1,0,0,,,,,,,,,,
109,11/01/2019,2019,45-54,Female,100,100,65,100,50,50,90,40,60,60,90,90,100,90,5,45,70,65,20,85,85,70,85,90,85,30,70,1,1,0,0,1,,,,,,,,,
110,11/01/2019,2019,35-44,Female,82,65,13,0,12,80,80,85,84,67,52,75,76,52,79,51,52,52,30,54,52,46,53,62,57,36,76,1,1,0,1,1,,,,,,,,,
111,11/01/2019,2019,25-34,Female,90,95,70,35,90,55,50,80,90,20,30,98,90,75,75,7,85,72,2,90,86,71,75,75,80,10,98,1,1,0,0,,,,,,,,,,
112,11/01/2019,2019,45-54,Female,93,67,47,4,5,50,72,75,55,50,50,74,73,50,50,33,24,25,25,26,48,37,36,42,53,33,75,1,0,0,0,,,,,,,,,,
113,11/01/2019,2019,35-44,Female,94,95,97,47,95,70,65,70,92,0,95,87,77,80,95,39,82,50,50,95,92,80,82,76,70,25,99,1,0,0,1,1,,,,,,,,,
114,11/01/2019,2019,55-64,Female,99,100,1,0,0,76,62,99,99,1,100,100,100,100,79,60,100,80,40,100,100,100,100,100,100,10,84,1,1,0,,,,,,,,,,,
115,11/01/2019,2019,45-54,Female,90,90,50,50,90,80,85,80,10,90,80,81,75,80,20,55,70,41,10,70,60,90,70,70,40,60,91,1,1,0,1,1,,,,,,,,,
116,11/01/2019,2019,25-34,Female,80,96,45,95,46,0,36,50,50,50,50,50,30,25,0,22,0,50,50,50,50,25,0,30,100,0,50,1,0,0,0,,,,,,,,,,
117,11/01/2019,2019,35-44,Female,25,98,98,30,97,26,31,51,97,98,99,83,97,86,74,58,32,15,21,99,97,74,69,67,95,12,97,1,1,1,0,,,,,,,,,,
118,11/01/2019,2019,65-74,Male,100,100,50,5,3,71,73,99,98,0,100,99,100,100,99,25,99,66,60,100,100,99,81,92,100,11,100,1,1,1,,0,,,,,,,,,
119,11/01/2019,2019,35-44,Female,12,99,9,10,51,7,44,18,91,99,3,97,78,94,61,50,49,50,49,99,99,11,,1,98,2,99,1,0,0,0,0,,,,,,,,,
120,11/01/2019,2019,35-44,Female,100,75,76,39,64,50,50,83,54,0,75,100,76,100,100,34,100,74,21,100,100,76,88,50,89,20,80,1,1,0,1,1,,,,,,,,,
