response_id,date,year,age_range,gender,language,belonging,cultural_activities,te_reo,cultural_knowledge,trust_nz_government,trust_local_council,trust_nz_police,safety,discrimination,loneliness,independence,support_in_crisis,level_of_control,volunteering_time,paid_working_hours,job_satisfaction,work_life_balance,leisure_time,be_yourself_in_nz,be_yourself_in_newlands,life_satisfaction,meaning_and_purpose,family_wellbeing,access_to_natural_environment,work_travel_time,basic_life_skills,newlands_resident,home_disaster_ready,neighbourhood_support_group,out_of_newlands_during_day,place_out_of_newlands_disaster_ready,satisfaction_income,confident_in_finding_a_new_job,confident_water_safety,optimal_use_of_land,personal_mental_health,vote_local_elections_2019,vote_general_election_2020,voted_local_elections_2022,voted_general_elections_2023
489,29/11/2024,2024,55-64,Male,80,80,0,0,0,50,30,80,80,0,0,100,70,80,50,35,60,70,20,80,80,80,80,80,80,20,90,1,1,0,0,,90,30,80,90,80,,,1,1
490,29/11/2024,2024,55-64,Female,70,100,0,50,50,30,30,90,10,0,0,80,100,90,50,0,30,50,45,100,100,100,100,80,80,20,90,1,0,0,0,0,30,100,40,30,90,,,0,0
491,29/11/2024,2024,65-74,Male,100,90,50,0,0,80,50,90,70,0,0,100,100,100,90,20,90,100,60,100,100,90,100,80,90,20,100,1,1,0,1,1,70,80,90,80,90,,,1,1
492,29/09/2025,2025,25-34,Male,100,80,0,0,30,70,50,80,100,0,0,70,70,60,0,35,60,100,35,100,100,80,,80,100,35,100,1,1,0,1,1,90,10,70,30,,,,1,1
493,29/09/2025,2025,35-44,Female,100,80,30,0,50,70,50,90,70,0,0,80,100,90,50,35,80,80,20,100,100,80,,100,100,20,80,1,1,1,1,1,90,80,90,90,,,,1,1
494,29/09/2025,2025,35-44,Female,90,60,30,0,0,40,30,70,50,30,0,70,40,70,50,35,80,90,25,80,80,90,,80,90,25,70,1,0,0,1,0,70,80,70,60,,,,1,1
495,29/09/2025,2025,35-44,Female,100,100,30,0,30,70,60,100,100,0,0,100,70,90,0,35,80,60,20,70,100,80,,90,90,35,40,1,0,0,0,0,70,90,100,100,,,,0,1
496,30/09/2025,2025,35-44,Female,100,90,0,0,0,50,30,90,80,0,50,100,60,90,0,35,100,70,20,90,90,90,,70,70,35,100,1,0,0,,,90,60,90,70,,,,0,1
497,30/09/2025,2025,35-44,Female,100,100,0,50,30,70,70,70,60,0,0,80,90,80,0,25,70,80,20,100,80,80,,70,100,25,100,1,0,0,1,0,40,70,80,60,,,,1,1
498,10/10/2025,2025,55-64,Male,100,20,0,0,0,10,20,10,70,50,50,50,10,50,0,20,20,20,25,60,60,40,,90,60,20,100,1,1,0,,,10,10,50,40,,,,1,1
499,14/10/2025,2025,35-44,Male,100,90,30,0,0,70,70,90,70,0,50,90,90,90,90,35,80,80,25,100,100,80,,70,90,25,100,1,1,1,1,1,80,90,80,70,,,,1,1
500,14/10/2025,2025,35-44,Female,100,100,30,50,0,40,60,100,60,0,0,100,100,100,0,35,50,70,20,100,100,80,,80,80,20,100,1,0,0,0,,80,60,80,60,,,,0,1
501,15/10/2025,2025,45-54,Male,100,100,30,0,30,60,30,80,80,30,0,80,50,90,90,45,60,60,35,100,100,80,,50,90,25,100,1,0,0,1,0,60,50,90,70,,,,1,1
502,15/10/2025,2025,25-34,Male,100,90,0,0,30,20,50,70,80,30,50,80,90,70,90,45,80,60,60,90,90,70,,70,90,55,90,1,1,0,1,1,40,90,100,60,,,,1,1
503,15/10/2025,2025,55-64,Male,100,90,0,0,0,70,80,100,80,0,0,100,80,80,0,35,80,80,25,80,80,90,,90,70,25,100,1,1,0,,,30,20,30,50,,,,1,1
504,15/10/2025,2025,45-54,Male,100,60,0,0,30,10,30,80,80,30,50,100,60,50,0,45,90,80,20,80,50,40,,60,80,25,90,1,0,0,1,1,50,10,10,60,,,,1,1
505,15/10/2025,2025,45-54,Female,100,80,0,50,30,40,60,80,60,0,0,80,70,80,0,20,70,70,20,80,70,60,,80,80,35,80,1,1,0,0,,50,40,60,40,,,,1,1
506,15/10/2025,2025,25-34,Female,100,90,30,50,30,50,60,70,60,0,0,90,90,90,50,25,80,70,20,80,90,90,,80,80,25,80,1,0,0,0,,80,70,70,70,,,,1,1
507,15/10/2025,2025,55-64,Male,100,90,0,0,30,50,50,60,100,0,50,90,90,70,0,25,30,60,25,100,100,70,,70,80,25,100,1,0,0,1,1,50,20,90,20,,,,1,1
508,16/10/2025,2025,45-54,Female,100,80,0,0,30,40,10,90,90,30,50,100,50,90,50,25,90,90,25,70,70,80,,90,100,20,70,1,1,0,,,70,50,70,50,,,,1,1
509,16/10/2025,2025,65-74,Female,100,100,30,50,50,70,70,90,50,0,50,90,80,90,50,25,80,80,35,100,100,90,,90,100,20,100,1,1,0,0,,80,80,100,100,,,,1,1
510,16/10/2025,2025,45-54,Female,100,100,0,0,30,30,30,70,20,0,50,100,100,80,50,35,40,80,20,90,90,70,,90,90,20,50,1,0,0,0,,10,10,60,50,,,,0,1
511,16/10/2025,2025,55-64,Female,70,100,50,50,50,60,70,80,100,0,0,70,100,80,50,35,70,60,20,100,100,100,,90,80,20,70,1,0,1,1,1,90,80,80,60,,,,0,1
512,16/10/2025,2025,45-54,Female,100,80,30,0,30,20,80,80,50,30,0,90,90,80,50,35,80,70,20,80,90,90,,80,90,35,90,1,1,1,1,1,60,60,80,60,,,,1,1
513,16/10/2025,2025,45-54,Female,50,50,0,0,,50,80,80,80,0,50,80,100,80,0,45,40,20,20,70,70,50,,50,70,20,90,1,0,0,0,0,70,50,70,50,,,,1,1
514,16/10/2025,2025,55-64,Female,20,80,0,0,30,30,50,90,40,0,80,20,30,30,50,0,,30,60,100,80,30,,50,50,20,80,1,1,0,0,0,,40,80,50,,,,1,1
515,16/10/2025,2025,65-74,Male,100,80,30,0,30,60,40,40,90,0,50,90,80,90,90,25,70,80,25,100,100,70,,90,100,25,100,1,1,0,1,1,50,50,80,90,,,,1,1
516,16/10/2025,2025,75-84,Female,90,90,0,0,0,50,50,80,40,0,50,80,50,70,50,35,70,60,20,70,70,70,,60,70,25,80,1,1,0,,,80,40,60,60,,,,1,1
517,16/10/2025,2025,45-54,Male,90,80,30,0,50,70,80,90,100,0,0,100,100,80,50,35,80,80,25,90,90,90,,80,100,25,100,1,1,0,,,90,80,70,80,,,,1,1
518,16/10/2025,2025,35-44,Female,100,60,0,0,30,60,50,70,80,0,0,90,60,60,0,35,70,50,20,90,90,70,,40,90,35,80,1,0,0,0,,60,40,70,50,,,,1,1
519,16/10/2025,2025,45-54,Do not wish to state,100,100,50,50,30,30,60,80,70,50,50,100,100,80,90,20,50,30,20,100,100,70,,70,80,20,100,1,0,0,0,,10,40,40,30,,,,1,1
520,16/10/2025,2025,45-54,Female,100,30,30,50,50,10,60,90,40,30,50,100,100,80,90,20,80,80,20,70,100,70,,20,90,20,100,1,1,0,,,20,10,90,40,,,,1,1
521,16/10/2025,2025,45-54,Male,100,90,0,0,30,40,50,60,80,0,0,100,80,100,0,35,70,80,20,70,80,80,,90,70,35,50,1,0,0,1,0,70,40,70,40,,,,1,1
522,17/10/2025,2025,55-64,Female,100,80,0,0,0,30,30,20,20,0,80,100,60,50,50,35,60,50,20,80,80,50,,50,100,20,80,1,0,0,1,0,40,50,70,50,,,,1,1
523,17/10/2025,2025,45-54,Female,100,100,0,0,30,20,20,70,80,30,50,60,40,40,50,45,70,50,20,100,100,50,,50,50,20,100,1,1,0,0,,40,70,80,40,,,,1,1
524,17/10/2025,2025,35-44,Female,100,100,0,50,50,30,50,80,10,0,0,90,100,100,0,0,90,40,20,100,100,100,,90,100,20,90,1,0,0,1,1,80,100,80,70,,,,1,1
525,17/10/2025,2025,45-54,Male,100,80,50,0,30,40,20,90,90,0,50,90,50,90,90,45,90,80,55,80,70,70,,30,90,20,100,1,0,0,0,1,90,90,70,90,,,,1,1
526,17/10/2025,2025,35-44,Female,100,80,0,0,30,80,80,90,90,0,0,90,80,90,90,0,,100,35,90,100,90,,90,90,20,100,1,1,1,1,0,,90,70,60,,,,1,1
527,17/10/2025,2025,45-54,Female,100,60,0,50,30,10,70,30,30,30,50,90,90,80,50,35,70,80,20,90,90,80,,70,70,25,80,1,0,0,1,1,70,30,40,40,,,,1,1
528,17/10/2025,2025,45-54,Female,100,90,50,50,30,50,50,90,70,0,0,100,100,100,50,45,70,80,35,100,100,90,,90,100,45,100,1,1,0,1,1,80,80,50,40,,,,1,1
529,17/10/2025,2025,45-54,Female,100,80,0,0,30,40,40,60,70,30,0,80,90,70,90,0,,50,60,70,70,70,,70,80,20,80,1,1,0,0,1,,30,50,50,,,,1,1
530,17/10/2025,2025,45-54,Female,70,80,0,0,50,60,50,50,60,0,50,90,20,80,0,25,70,30,20,70,90,70,,50,90,25,90,1,0,0,1,1,70,60,70,70,,,,1,1
531,17/10/2025,2025,65-74,Female,60,100,0,0,50,50,70,90,70,0,0,100,100,100,90,20,100,100,55,100,100,100,,100,100,20,80,1,1,0,1,1,80,30,100,60,,,,1,1
532,17/10/2025,2025,55-64,Male,10,100,50,0,50,10,10,30,100,,0,100,80,100,50,45,30,50,20,90,90,90,,30,60,45,80,1,1,0,1,0,100,30,40,10,,,,1,1
533,17/10/2025,2025,55-64,Female,100,80,0,0,30,50,60,70,60,30,50,100,80,70,50,35,60,60,20,100,90,70,,60,90,20,80,1,0,0,0,0,50,70,50,60,,,,1,1
534,18/10/2025,2025,55-64,Female,100,100,30,0,0,50,60,80,60,0,0,100,90,90,0,35,80,70,20,90,90,80,,90,90,25,90,1,1,0,0,1,80,60,50,70,,,,1,1
535,18/10/2025,2025,35-44,Female,100,70,0,50,50,20,50,70,60,30,0,80,90,100,50,35,80,80,20,100,100,80,,80,100,35,90,1,1,0,0,,80,60,80,70,,,,1,1
536,18/10/2025,2025,45-54,Male,100,100,0,0,30,80,80,100,100,0,0,100,100,100,50,45,100,100,45,100,100,80,,100,100,25,90,1,1,0,1,0,80,70,100,80,,,,1,1
537,18/10/2025,2025,45-54,Female,60,70,0,0,50,40,40,40,30,50,80,100,70,50,50,35,70,20,20,20,30,20,,20,50,20,100,1,1,0,,,70,50,60,40,,,,1,1
538,18/10/2025,2025,45-54,Female,100,100,0,0,0,20,50,90,60,30,50,100,50,100,0,35,50,70,20,100,100,80,,70,70,20,100,1,0,0,0,,80,30,100,70,,,,1,1
539,18/10/2025,2025,35-44,Female,100,80,0,50,30,40,50,80,40,0,50,100,70,70,0,35,70,60,25,80,80,80,,70,80,25,80,1,0,0,1,1,60,60,70,60,,,,1,1
540,18/10/2025,2025,35-44,Female,100,100,0,0,0,80,80,90,60,0,0,100,100,100,50,25,90,40,0,100,100,80,,80,90,35,80,1,0,0,0,,60,30,30,20,,,,1,1
541,18/10/2025,2025,35-44,Female,100,90,0,0,30,70,80,80,90,0,0,80,90,90,90,45,90,80,55,90,100,80,,80,90,20,90,1,0,0,0,,80,80,80,60,,,,1,1
542,19/10/2025,2025,25-34,Female,100,80,30,50,30,50,50,70,10,30,0,100,100,100,90,45,80,80,20,80,80,90,,70,80,20,80,1,0,1,0,,70,60,70,60,,,,1,1
543,19/10/2025,2025,45-54,Female,100,100,0,0,30,80,70,80,40,0,50,100,80,100,0,45,90,90,25,100,100,100,,70,90,45,100,1,1,1,0,,100,70,80,90,,,,1,1
544,19/10/2025,2025,45-54,Male,90,70,0,0,50,10,30,80,90,0,0,90,60,70,0,45,70,30,20,70,90,70,,70,80,20,70,1,1,0,1,1,80,40,60,70,,,,1,1
545,19/10/2025,2025,45-54,Male,100,70,0,0,0,70,30,70,90,0,0,100,90,90,0,45,80,70,20,60,80,80,,60,80,20,80,1,0,0,1,0,70,70,90,60,,,,1,1
546,19/10/2025,2025,25-34,Male,100,80,50,0,0,30,70,90,80,0,0,100,100,100,50,25,90,90,35,80,90,100,,90,60,35,100,1,1,0,,,90,80,50,70,,,,1,1
547,19/10/2025,2025,55-64,Male,100,90,0,0,0,80,70,80,70,0,0,80,70,90,0,35,30,70,60,100,100,80,,70,80,20,80,1,1,0,1,1,20,60,80,60,,,,1,1
548,19/10/2025,2025,55-64,Male,100,90,0,0,30,60,70,90,70,0,50,90,60,80,50,35,40,50,20,90,90,80,,70,90,20,70,1,0,0,1,1,80,30,60,60,,,,1,1
549,19/10/2025,2025,45-54,Female,30,100,50,50,50,10,50,50,90,0,0,100,50,80,50,35,90,80,25,80,100,100,,90,90,35,70,1,0,0,0,0,30,90,80,50,,,,1,1
550,19/10/2025,2025,55-64,Female,100,60,0,0,0,40,10,60,40,30,50,70,40,70,0,35,60,50,20,50,50,60,,70,60,45,80,1,1,0,0,1,30,10,60,60,,,,1,1
551,19/10/2025,2025,35-44,Male,100,90,30,0,30,70,50,100,100,30,0,100,90,100,50,45,80,90,20,90,90,90,,100,90,25,100,1,1,0,1,1,80,100,90,80,,,,1,1
552,19/10/2025,2025,55-64,Male,70,70,0,0,0,30,40,80,50,0,0,80,80,90,0,35,90,80,0,70,90,90,,80,90,20,70,1,1,0,1,1,80,70,80,60,,,,1,1
553,19/10/2025,2025,55-64,Male,100,80,50,50,50,60,60,80,80,0,0,100,80,80,50,45,70,50,35,100,100,70,,80,80,25,90,1,1,0,,,90,60,70,60,,,,1,1
554,20/10/2025,2025,45-54,Male,100,80,0,0,30,70,70,90,90,30,50,100,80,90,0,35,90,90,20,90,90,90,,70,90,20,90,1,1,0,0,,90,10,80,80,,,,1,1
555,20/10/2025,2025,45-54,Female,100,100,30,0,30,70,30,90,30,30,50,80,60,60,90,25,70,60,20,70,70,60,,10,40,60,90,1,1,1,1,0,20,50,10,10,,,,1,1
556,20/10/2025,2025,65-74,Male,90,90,50,0,30,70,70,90,90,0,0,90,80,90,90,45,90,80,25,80,80,90,,80,80,35,90,1,0,0,1,1,90,50,80,80,,,,1,1
557,20/10/2025,2025,35-44,Male,100,100,0,50,50,50,80,80,90,0,0,100,100,100,50,55,90,50,20,100,100,90,,70,100,20,100,1,0,0,1,1,100,80,70,40,,,,0,1
558,20/10/2025,2025,35-44,Female,90,80,0,0,30,50,60,80,80,0,50,90,70,70,90,35,80,60,45,80,80,80,,70,80,35,70,1,0,0,1,1,60,60,70,80,,,,1,1
559,20/10/2025,2025,55-64,Female,100,100,0,0,30,10,10,50,80,0,80,100,80,80,50,0,50,10,35,100,100,100,,100,100,35,90,1,0,0,0,1,10,10,100,100,,,,1,1
560,20/10/2025,2025,55-64,Female,100,90,0,50,30,20,50,70,10,0,50,80,100,90,0,35,80,50,35,90,80,80,,90,70,25,90,1,0,0,0,0,30,40,50,50,,,,1,1
561,21/10/2025,2025,25-34,Female,100,100,30,50,50,10,70,100,40,30,50,80,40,70,90,45,100,80,35,100,100,80,,90,90,20,100,1,0,0,1,0,10,100,100,80,,,,1,1
562,21/10/2025,2025,45-54,Male,80,100,30,0,30,100,50,70,90,0,0,100,90,100,0,35,90,90,45,90,90,100,,100,90,25,80,1,0,0,0,0,60,70,90,80,,,,1,1
563,21/10/2025,2025,45-54,Female,20,90,0,0,30,70,70,80,30,0,80,90,80,80,0,35,80,30,20,100,80,80,,90,70,35,100,1,0,0,,,80,50,50,70,,,,1,1
564,21/10/2025,2025,45-54,Female,100,80,30,50,30,20,60,80,60,0,0,100,80,80,50,35,90,90,25,100,100,80,,70,90,20,100,1,1,1,1,1,70,40,80,70,,,,1,1
565,21/10/2025,2025,55-64,Female,20,70,0,0,0,30,50,70,30,0,0,80,70,100,50,25,70,70,45,70,70,70,,70,80,20,60,1,1,0,,,70,30,60,60,,,,1,1
566,21/10/2025,2025,75-84,Female,30,100,0,0,30,40,30,70,80,0,0,100,80,90,50,20,80,90,25,50,80,80,,80,80,20,70,1,1,0,0,,60,40,80,60,,,,1,1
567,21/10/2025,2025,35-44,Male,100,80,30,0,30,50,50,50,70,30,0,100,50,70,0,45,80,70,45,100,100,80,,90,90,35,80,1,0,0,1,1,80,30,80,80,,,,0,1
568,21/10/2025,2025,45-54,Female,100,100,50,0,50,50,60,100,50,0,0,100,100,100,90,35,70,100,35,100,100,80,,70,100,20,70,1,0,1,1,1,70,10,70,50,,,,1,1
569,21/10/2025,2025,25-34,Female,100,60,0,0,30,10,80,50,10,30,50,10,40,30,0,0,10,10,60,70,70,50,,40,70,20,70,1,0,0,0,0,10,10,60,30,,,,0,0
570,21/10/2025,2025,45-54,Female,100,80,0,0,0,50,50,70,60,0,80,100,70,100,50,35,50,80,25,80,80,60,,50,90,35,90,1,0,0,1,1,60,50,60,70,,,,1,1
571,21/10/2025,2025,25-34,Male,80,70,0,0,30,40,60,90,50,0,80,80,60,50,90,35,70,50,25,50,50,50,,30,80,20,40,1,0,0,0,0,30,60,50,50,,,,0,1
572,22/10/2025,2025,65-74,Female,100,100,0,0,0,10,80,90,10,0,50,100,50,100,50,20,100,100,20,100,100,100,,60,100,20,100,1,1,0,,1,100,70,10,80,,,,1,1
573,22/10/2025,2025,65-74,Male,100,80,0,50,0,30,30,60,60,0,50,80,70,70,50,20,50,50,20,70,70,80,,50,80,20,90,1,1,1,0,1,30,30,70,40,,,,1,1
574,22/10/2025,2025,35-44,Female,90,80,0,0,30,70,70,80,50,0,50,80,90,90,0,35,80,70,20,80,80,90,,90,70,35,80,1,1,0,1,1,70,70,70,80,,,,0,1
575,22/10/2025,2025,45-54,Male,30,90,30,0,0,50,50,100,60,0,0,30,50,80,0,35,80,100,55,70,50,100,,100,100,25,80,1,1,0,0,,80,60,80,80,,,,1,1
576,22/10/2025,2025,55-64,Female,100,100,30,50,50,60,60,90,80,0,0,100,100,100,50,35,90,70,20,100,100,90,,80,90,25,90,1,0,0,1,1,60,70,60,70,,,,1,1
577,22/10/2025,2025,45-54,Female,100,100,30,50,30,50,60,100,20,0,0,100,100,100,90,25,90,60,20,100,100,80,,80,50,25,80,1,0,0,0,0,100,80,100,60,,,,1,1
578,23/10/2025,2025,45-54,Male,50,100,50,50,50,10,30,10,90,30,50,90,80,70,90,45,90,90,25,90,90,90,,70,70,25,90,1,0,0,1,0,10,70,70,30,,,,1,1
579,23/10/2025,2025,35-44,Male,100,80,0,0,50,50,20,20,50,0,0,80,70,100,0,35,80,70,25,80,50,80,,80,50,20,90,1,1,0,0,0,80,50,60,80,,,,1,1
580,23/10/2025,2025,25-34,Female,70,100,0,50,50,30,70,30,70,30,0,100,100,80,0,45,50,70,20,60,100,80,,90,80,25,70,1,1,0,,,50,70,100,50,,,,1,1
581,23/10/2025,2025,25-34,Female,100,100,30,0,30,40,50,100,70,0,50,100,100,90,50,35,50,80,20,70,70,80,,80,90,35,80,1,0,0,1,1,70,40,80,60,,,,1,0
582,23/10/2025,2025,65-74,Male,100,90,30,0,30,70,50,100,80,0,0,90,90,90,90,20,70,70,20,90,80,80,,90,80,20,90,1,1,0,0,,50,60,80,80,,,,1,1
583,23/10/2025,2025,45-54,Female,100,100,0,0,30,60,50,80,70,0,0,90,90,90,50,55,90,60,20,100,100,90,,80,100,45,90,1,1,0,1,1,90,60,80,80,,,,1,1
584,23/10/2025,2025,35-44,Female,100,70,0,0,0,30,50,70,80,30,50,90,70,80,50,35,80,80,20,80,70,60,,50,70,20,80,1,0,0,1,0,70,40,70,40,,,,0,1
585,24/10/2025,2025,25-34,Female,80,60,0,0,30,50,50,50,20,50,50,80,50,90,0,0,,70,20,90,80,70,,50,80,20,60,1,1,0,0,0,,60,40,70,,,,0,0
586,24/10/2025,2025,45-54,Do not wish to state,100,100,50,50,30,30,40,80,50,50,0,100,80,80,90,20,50,30,20,100,100,30,,70,80,20,100,1,0,0,0,,20,30,50,30,,,,1,1
587,24/10/2025,2025,35-44,Female,50,70,0,0,0,30,50,80,30,0,0,80,70,80,0,60,50,50,35,60,60,60,,50,50,25,50,1,1,0,,,50,50,50,50,,,,1,1
588,24/10/2025,2025,45-54,Female,10,100,50,0,0,80,50,100,60,30,0,100,100,80,90,45,90,50,20,80,90,80,,70,100,35,80,1,1,0,,,70,70,70,90,,,,1,1
589,25/10/2025,2025,55-64,Female,60,100,0,50,30,30,60,70,30,30,0,100,50,80,50,35,70,70,25,80,80,80,,80,90,25,80,1,0,0,1,1,40,30,40,40,,,,1,1
590,25/10/2025,2025,65-74,Male,100,80,50,0,0,30,40,60,40,0,50,80,40,50,50,0,,40,35,60,60,50,,40,60,20,60,1,1,0,0,1,10,20,40,40,,,,1,1
591,25/10/2025,2025,45-54,Female,100,100,0,0,30,40,50,70,50,0,0,80,80,80,50,35,90,80,35,80,80,90,,60,70,20,70,1,0,,1,0,80,30,60,50,,,,1,1
592,25/10/2025,2025,45-54,Female,100,90,0,50,30,30,60,70,50,0,50,100,100,80,90,20,50,70,20,100,100,100,,80,80,20,100,1,0,0,0,1,10,60,60,40,,,,1,1
593,25/10/2025,2025,35-44,Female,100,80,0,0,30,70,70,80,90,30,50,60,70,90,0,35,60,80,20,80,80,70,,70,100,25,100,1,1,1,1,1,70,40,100,100,,,,0,0
594,26/10/2025,2025,65-74,Female,100,80,30,0,0,60,50,90,70,0,80,100,70,100,0,35,90,90,45,100,100,70,,90,70,35,100,1,1,0,0,1,80,30,80,60,,,,1,1
595,26/10/2025,2025,35-44,Male,100,70,0,0,30,50,40,50,80,0,50,90,50,60,50,45,70,40,20,40,70,40,,50,80,35,70,1,0,0,1,0,60,80,40,50,,,,1,1
596,26/10/2025,2025,45-54,Male,80,80,30,0,30,50,70,80,70,0,0,70,60,80,50,35,80,90,35,80,80,80,,80,70,20,70,1,0,0,1,0,70,70,70,70,,,,0,0
597,26/10/2025,2025,55-64,Female,100,80,0,50,0,60,60,100,50,30,0,100,80,100,50,35,90,80,25,100,100,90,,100,100,20,100,1,0,0,1,1,100,70,100,100,,,,1,1
598,26/10/2025,2025,55-64,Male,80,80,30,0,30,40,50,100,70,30,50,60,50,50,90,25,100,80,20,80,80,70,,60,30,25,90,1,1,0,1,1,60,30,30,40,,,,1,1
599,26/10/2025,2025,25-34,Male,100,80,0,50,30,60,70,70,80,0,50,70,50,70,0,45,70,70,20,100,60,80,,70,70,25,80,1,0,0,1,1,60,70,50,30,,,,1,1
600,26/10/2025,2025,25-34,Male,100,60,0,0,0,60,70,80,80,0,0,80,80,90,0,35,70,80,20,90,90,80,,80,70,20,80,1,1,0,1,1,40,90,80,70,,,,0,0
601,26/10/2025,2025,55-64,Female,100,80,50,0,50,50,50,50,60,30,0,100,80,80,50,45,90,90,25,70,80,90,,70,90,35,100,1,0,0,1,1,90,60,70,60,,,,1,1
602,26/10/2025,2025,55-64,Female,100,80,30,0,0,70,60,80,70,0,0,80,80,100,50,35,90,70,60,100,100,90,,80,90,45,90,1,1,0,,,80,80,80,60,,,,1,1
603,27/10/2025,2025,45-54,Female,100,90,30,0,30,60,60,80,70,0,50,90,100,80,50,35,70,80,35,70,80,80,,80,100,25,90,1,1,0,1,0,90,80,80,70,,,,1,1
604,27/10/2025,2025,45-54,Female,100,80,0,0,30,70,80,100,80,30,0,100,100,80,50,35,100,80,20,100,100,100,,90,100,20,100,1,,1,1,1,80,80,90,90,,,,1,1
605,28/10/2025,2025,65-74,Female,100,100,0,0,0,10,100,60,50,0,0,80,100,100,50,0,10,100,20,100,100,90,,100,100,20,90,1,0,0,0,0,10,10,100,50,,,,1,1
606,28/10/2025,2025,45-54,Female,100,70,30,50,30,50,50,80,70,0,50,80,90,80,50,20,90,80,25,80,70,80,,40,90,20,100,1,1,0,1,1,70,80,90,70,,,,1,1
607,28/10/2025,2025,45-54,Female,60,90,30,50,30,20,40,20,40,0,0,100,90,80,0,45,70,80,25,70,70,80,,80,80,20,80,1,0,,0,,90,50,60,70,,,,0,1
608,28/10/2025,2025,35-44,Female,100,100,30,50,30,10,50,50,70,0,50,30,40,60,50,20,80,40,35,60,60,70,,60,70,20,70,1,0,0,0,,60,60,40,30,,,,1,1
609,29/10/2025,2025,25-34,Female,100,80,0,0,30,10,50,60,70,30,50,90,70,70,50,45,70,40,20,70,80,70,,40,80,25,90,1,0,1,1,1,60,80,40,50,,,,0,1
