date,age_range,gender,language,belonging,cultural_activities,te_reo,cultural_knowledge,trust_nz_government,trust_local_council,trust_nz_police,safety,discrimination,loneliness,independence,support_in_crisis,level_of_control,volunteering_time,paid_working_hours,job_satisfaction,work_life_balance,leisure_time,be_yourself_in_nz,be_yourself_in_newlands,life_satisfaction,meaning_and_purpose,family_wellbeing,access_to_natural_environment,work_travel_time,basic_life_skills,newlands_resident,home_disaster_ready,neighbourhood_support_group,out_of_newlands_during_day,place_out_of_newlands_disaster_ready,satisfaction_income,confident_in_finding_a_new_job,confident_water_safety,optimal_use_of_land,personal_mental_health,vote_local_elections_2019,vote_general_election_2020,voted_local_elections_2022,voted_general_elections_2023
11/01/2019,18-24,Female,60,100,1,59,,,,75,85,95,50,65,92,75,80,40,50,50,,96,96,70,51,75,68,10,96,1,1,1,1,1,,,,,,,,,
11/01/2019,35-44,Female,100,100,0,0,0,0,100,50,50,0,100,100,100,91,0,13,50,50,27,50,50,50,91,93,75,4,91,0,,,,,,,,,,,,,
11/01/2019,45-54,Female,98,99,51,21,92,70,70,90,82,51,95,89,98,91,20,37,92,80,60,92,94,90,89,85,98,35,92,0,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,100,54,52,81,55,43,83,37,53,82,87,88,80,94,60,50,54,46,96,96,80,67,70,65,32,82,0,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,100,100,53,100,100,100,100,100,2,100,100,100,100,100,45,100,100,50,100,100,100,100,100,100,20,100,0,,,,,,,,,,,,,
11/01/2019,35-44,Male,100,80,0,0,50,50,100,80,80,50,50,90,90,80,10,35,50,50,35,50,50,50,50,70,50,60,95,0,,,,,,,,,,,,,
11/01/2019,25-34,Do not wish to state,100,100,100,0,100,0,50,50,50,100,50,1,50,100,50,60,,,10,100,100,0,100,100,100,60,100,0,,,,,,,,,,,,,
11/01/2019,35-44,Male,100,100,5,6,45,80,86,97,94,46,95,81,45,97,47,33,90,93,14,88,93,96,91,87,100,23,91,0,,,,,,,,,,,,,
11/01/2019,35-44,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2019,35-44,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2019,45-54,Female,90,76,35,5,62,48,40,70,50,65,34,80,65,50,50,35,60,85,56,55,65,40,64,61,65,7,85,0,,,,,,,,,,,,,
11/01/2019,45-54,Female,100,100,50,0,74,65,65,84,46,0,100,100,85,78,84,27,95,77,60,100,100,84,100,88,90,50,100,0,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,100,0,0,50,50,50,100,78,0,50,100,50,75,0,50,100,75,15,100,100,50,50,50,100,30,100,0,,0,,,,,,,,,,,
11/01/2019,45-54,Female,100,100,24,50,52,61,64,75,75,0,50,61,76,72,17,33,75,50,13,,,,,,,,,,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,100,57,41,47,50,50,100,90,4,88,87,97,64,55,39,83,45,6,91,90,83,89,92,81,3,84,0,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,75,56,5,0,65,35,85,80,55,100,83,60,80,45,35,50,50,35,75,80,80,100,80,90,10,90,0,,,,,,,,,,,,,
11/01/2019,35-44,Female,100,88,65,0,70,55,49,65,56,0,67,67,70,65,40,35,80,7,20,74,80,79,81,72,100,33,100,0,,,,,,,,,,,,,
11/01/2019,15-18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2019,45-54,Female,100,75,47,0,50,35,63,79,0,0,85,85,83,65,92,25,47,67,30,60,60,50,50,65,72,20,67,0,,,,,,,,,,,,,
11/01/2019,45-54,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2019,45-54,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2019,15-18,Male,67,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
23/06/2020,55-64,Female,90,100,53,9,64,6,9,52,87,39,72,26,89,80,29,18,44,22,,50,53,33,,72,64,,51,1,,,,,,,,,,,,,
22/06/2020,25-34,Male,100,100,49,0,0,50,49,75,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2020,35-44,Female,96,93,,,53,51,,63,92,56,52,91,56,95,50,40,75,55,49,87,55,86,74,40,97,41,52,1,0,0,1,1,,,,,,,,,
22/06/2020,75-84,Female,74,77,7,2,53,48,65,81,48,12,50,61,42,65,48,4,,50,60,,,,,,,,,,,,,,,,,,,,,,
21/06/2020,75-84,Female,99,99,66,32,50,,17,72,,22,1,76,76,80,98,,,,51,97,92,44,32,68,80,,86,1,1,0,0,1,,,,,,,,,
20/06/2020,35-44,Female,52,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2020,15-18,Female,99,60,8,10,84,80,65,95,90,0,50,65,60,62,25,0,,,60,50,50,80,45,90,90,,75,1,1,0,0,,,,,,,,,,
19/06/2020,45-54,Female,100,100,,0,62,75,88,90,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2020,25-34,Male,100,100,89,40,70,75,60,95,100,0,40,70,80,25,50,38,100,60,25,50,45,50,50,40,100,45,90,0,,,,,,,,,,,,,
18/06/2020,55-64,Female,0,99,0,0,99,13,0,41,49,99,51,94,57,95,99,51,99,89,51,99,99,93,97,91,94,21,98,0,,1,,,,,,,,,,,
18/06/2020,75-84,Female,100,93,1,1,59,55,55,56,89,65,80,94,86,86,72,0,,77,60,75,87,82,78,85,93,,92,1,0,,,,,,,,,,,,
18/06/2020,65-74,Female,100,100,73,0,87,70,52,87,20,0,100,100,90,100,100,0,,,60,100,100,95,100,100,100,,92,1,1,1,0,,,,,,,,,,
18/06/2020,65-74,Female,90,80,51,20,27,76,41,72,48,9,95,89,82,91,57,0,,,49,81,88,85,87,68,91,6,81,1,1,0,0,,,,,,,,,,
18/06/2020,65-74,Female,100,100,0,3,48,77,70,100,18,0,,,,,,,,,33,91,84,70,51,100,89,10,80,0,1,0,1,1,,,,,,,,,
17/06/2020,55-64,Female,100,100,53,1,51,54,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2020,35-44,Female,100,90,3,3,1,84,70,85,30,2,84,93,92,97,48,0,,98,29,91,90,93,97,92,92,,97,1,1,1,0,,,,,,,,,,
17/06/2020,35-44,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2020,35-44,Female,100,100,1,,,100,100,100,70,50,100,100,100,100,,40,100,100,,100,100,100,100,100,100,40,100,1,0,0,1,0,,,,,,,,,
16/06/2020,25-34,Male,5,100,8,1,2,100,33,74,100,58,50,69,73,11,6,40,12,58,60,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,65-74,Female,100,99,0,0,48,55,55,89,41,0,35,80,28,69,82,2,,52,60,89,87,65,69,85,89,,82,1,1,0,,,,,,,,,,,
16/06/2020,45-54,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,45-54,Male,100,80,100,10,100,75,51,80,100,10,100,100,100,100,51,40,100,100,60,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,55-64,Female,91,68,3,1,52,90,50,80,27,73,2,71,50,50,13,20,2,25,50,40,50,35,40,42,51,25,68,1,0,,,,,,,,,,,,
16/06/2020,65-74,Female,100,100,13,2,100,90,75,84,76,0,88,90,100,90,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,85+,Female,53,100,0,0,0,33,54,77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,35-44,Female,100,78,0,0,100,71,29,65,42,55,40,63,66,91,52,40,74,100,60,76,66,80,87,75,55,40,79,0,,,,,,,,,,,,,
16/06/2020,35-44,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,35-44,Female,100,100,0,44,77,85,50,72,0,0,76,57,50,80,57,0,,,24,,,,,,,,,,,,,,,,,,,,,,
16/06/2020,18-24,Female,100,100,50,60,59,100,100,100,38,100,13,41,13,40,100,51,69,23,31,100,70,29,52,79,51,36,24,0,,,,,,,,,,,,,
16/06/2020,55-64,Female,100,100,32,6,5,79,30,78,69,0,58,0,3,0,56,1,,,31,53,53,41,42,47,78,,100,1,0,,0,,,,,,,,,,
16/06/2020,45-54,Male,100,79,51,0,2,44,33,0,76,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2020,65-74,Female,100,100,0,0,0,87,51,91,51,0,100,100,80,100,60,2,,100,60,,100,100,100,98,100,,100,1,0,,,,,,,,,,,,
12/06/2020,45-54,Male,100,90,50,4,27,75,75,75,95,51,5,95,50,45,5,38,50,90,25,95,95,33,50,80,75,50,65,0,,,,,,,,,,,,,
13/03/2020,18-24,Female,70,72,5,12,76,22,26,32,53,22,16,53,62,43,11,35,37,35,41,50,62,40,26,49,60,13,,0,,,,,,,,,,,,,
13/03/2020,18-24,Female,99,86,0,0,56,19,67,68,41,1,15,84,14,51,16,37,84,78,56,98,,,27,81,99,8,72,1,0,0,0,,,,,,,,,,
13/03/2020,18-24,Male,100,51,0,0,0,28,28,99,99,1,0,25,25,52,1,25,51,50,0,51,51,39,50,84,,,,,,,,,,,,,,,,,
13/03/2020,85+,Female,99,99,50,0,0,54,50,99,0,0,52,48,99,51,50,0,,,60,99,100,50,50,47,50,,50,1,1,0,0,,,,,,,,,,
13/03/2020,75-84,Female,100,99,50,13,9,35,82,99,0,0,50,90,99,50,49,0,,,,49,51,50,50,94,,,50,1,1,1,0,,,,,,,,,,
13/03/2020,75-84,Female,99,100,0,0,0,99,99,99,99,0,100,99,100,99,0,0,,,,99,99,100,99,100,99,,99,0,,0,0,,,,,,,,,,
13/03/2020,65-74,Female,99,99,0,0,0,51,51,99,49,0,99,87,86,99,,0,,51,60,99,99,99,51,99,51,,70,1,0,0,1,0,,,,,,,,,
13/03/2020,85+,Female,51,96,6,8,50,93,84,84,19,13,90,91,92,93,49,11,,,,89,88,91,93,92,89,,91,1,1,0,1,1,,,,,,,,,
13/03/2020,85+,Female,100,100,1,0,51,1,0,48,0,100,98,0,100,51,99,0,,,0,99,99,51,98,0,99,,100,1,0,0,0,,,,,,,,,,
13/03/2020,55-64,Male,91,0,0,1,0,36,33,61,51,37,82,97,60,49,93,0,,,60,90,90,18,18,,88,,88,1,0,0,0,,,,,,,,,,
05/11/2019,35-44,Male,100,100,100,0,50,35,65,100,50,70,100,100,70,65,100,35,30,100,10,100,100,100,100,100,100,15,100,0,,,,,,,,,,,,,
05/11/2019,35-44,Male,95,85,75,15,65,80,80,75,75,0,90,90,50,85,55,30,35,30,15,50,55,55,90,65,75,40,80,0,,,,,,,,,,,,,
05/11/2019,35-44,Male,95,95,85,70,15,60,80,80,75,75,0,90,90,50,85,55,35,30,30,,,,,,,,,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,85,50,10,0,65,75,55,40,35,45,75,60,75,30,40,55,45,20,65,65,70,85,80,70,20,100,0,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,50,25,75,55,25,85,70,30,85,100,90,80,100,25,55,55,15,90,50,70,90,90,65,25,100,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,60,10,60,55,40,90,75,10,,65,85,80,90,30,75,80,30,90,90,50,70,65,95,20,95,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,100,0,50,100,80,100,100,0,100,55,100,60,65,0,,,18,55,55,100,100,100,100,,100,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,60,10,50,50,55,75,55,10,90,80,85,80,75,20,60,80,20,90,85,80,80,85,80,15,85,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,0,100,0,0,0,30,45,95,80,50,100,100,100,100,50,35,100,60,15,100,50,100,100,100,100,20,100,0,,,,,,,,,,,,,
05/11/2019,65-74,Female,100,100,0,0,0,70,70,70,70,50,80,100,100,100,85,60,10,80,60,,,,,,,,,,,,,,,,,,,,,,
05/11/2019,35-44,Male,100,100,100,0,50,,100,100,50,70,100,100,45,50,100,40,20,100,15,100,100,65,100,100,100,15,100,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,95,100,15,80,65,75,100,100,10,90,70,85,85,90,35,95,50,35,85,90,80,100,85,80,30,80,0,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,100,0,100,65,55,100,80,0,100,55,100,80,65,15,100,90,15,100,100,100,100,100,100,40,100,0,,,,,,,,,,,,,
05/11/2019,45-54,Male,100,95,100,0,100,70,25,100,85,25,90,100,50,80,15,30,30,45,60,80,75,75,100,100,100,40,90,0,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,100,30,75,55,55,100,75,0,100,100,100,100,85,60,90,60,30,50,90,100,100,100,100,60,80,0,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,50,0,0,50,100,100,55,0,100,75,100,100,50,40,85,95,35,100,100,80,100,85,85,25,75,0,,,,,,,,,,,,,
05/11/2019,,Female,100,70,100,25,20,50,50,85,45,40,45,55,70,60,50,55,65,50,20,60,55,45,100,90,65,,70,1,1,0,0,,,,,,,,,,
05/11/2019,35-44,Female,100,100,80,0,70,50,50,75,20,0,70,65,80,,65,0,,,20,35,40,35,60,75,95,,95,1,1,0,0,,,,,,,,,,
05/11/2019,45-54,Male,100,100,50,0,50,50,50,95,80,24,100,75,100,50,75,50,100,75,14,50,50,90,100,100,100,8,96,0,,,,,,,,,,,,,
05/11/2019,35-44,Male,0,100,0,0,92,50,50,50,100,50,100,0,100,50,100,40,100,100,50,0,50,25,100,100,100,50,100,,,,,,,,,,,,,,
05/11/2019,35-44,Female,0,99,0,0,50,50,92,95,50,0,100,95,100,96,95,40,94,95,50,100,100,100,100,100,50,15,86,,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,100,50,100,50,100,100,100,0,100,100,99,50,100,48,50,50,30,100,50,100,100,100,100,15,100,,,,,,,,,,,,,,
05/11/2019,45-54,Male,90,90,0,0,50,100,100,100,50,0,100,100,50,50,50,50,100,50,15,50,50,50,50,100,50,30,50,,,,,,,,,,,,,,
05/11/2019,45-54,Female,85,100,50,0,50,80,70,100,100,0,100,100,100,100,100,50,100,60,,100,100,86,,,100,10,100,,,,,,,,,,,,,,
05/11/2019,25-34,Female,100,100,70,70,75,75,50,85,85,5,100,80,100,75,80,40,100,75,10,100,100,100,95,85,100,30,100,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,0,0,50,50,50,85,50,0,50,56,75,50,50,50,74,41,10,100,100,75,82,50,90,14,100,,,,,,,,,,,,,,
05/11/2019,35-44,Male,80,80,60,10,61,80,80,100,90,0,100,50,65,50,35,30,100,90,20,21,50,35,50,50,85,21,50,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,0,1,0,50,50,85,0,50,100,100,100,100,100,40,50,100,15,89,41,100,100,100,75,30,100,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,50,50,0,50,50,50,50,50,50,100,50,100,50,50,50,50,50,50,50,50,50,49,50,50,50,50,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,50,0,50,52,50,75,56,100,60,63,70,85,75,13,58,87,25,75,70,83,96,96,100,0,100,,,,,,,,,,,,,,
05/11/2019,25-34,Female,50,100,50,50,100,50,50,100,75,1,100,100,100,100,50,40,100,81,25,100,100,86,100,100,100,25,100,,,,,,,,,,,,,,
05/11/2019,25-34,Female,50,75,50,50,95,60,50,50,55,0,100,100,75,85,50,40,75,50,25,86,86,75,100,85,61,20,100,,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,50,50,100,50,25,80,100,50,100,100,100,75,50,40,92,92,60,100,100,100,100,75,100,60,100,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,100,0,0,50,50,100,60,0,100,100,100,100,100,28,100,80,10,0,0,100,100,100,100,30,100,,,,,,,,,,,,,,
05/11/2019,45-54,Male,100,100,100,0,0,0,100,100,100,0,100,100,100,95,50,50,100,100,50,100,100,100,93,100,100,50,100,,,,,,,,,,,,,,
05/11/2019,45-54,Male,100,50,1,1,95,100,100,100,50,0,100,100,50,100,25,30,94,94,25,94,95,75,75,94,75,0,50,,,,,,,,,,,,,,
05/11/2019,35-44,Female,100,100,60,20,60,60,60,90,80,0,100,60,50,60,50,,,,,100,100,50,100,60,50,,80,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,0,1,0,60,60,93,50,0,75,100,100,,,,,,,,,,,,100,28,100,,,,,,,,,,,,,,
05/11/2019,35-44,Female,50,50,100,0,100,100,100,100,100,50,95,95,50,100,100,50,50,50,60,50,50,50,91,100,50,50,50,,,,,,,,,,,,,,
05/11/2019,45-54,Female,100,100,0,90,75,75,75,90,100,0,80,65,100,94,75,40,99,99,60,100,100,90,95,99,100,17,100,,,,,,,,,,,,,,
03/11/2019,35-44,Male,100,60,30,0,75,70,60,90,70,0,100,90,90,90,10,50,60,50,50,80,80,80,90,90,95,5,90,0,,,,,,,,,,,,,
03/11/2019,35-44,Male,100,100,0,0,22,80,80,100,100,49,100,100,100,85,50,40,100,49,38,100,100,80,80,48,100,34,100,0,,,,,,,,,,,,,
03/11/2019,35-44,Male,100,100,50,37,50,92,80,100,91,50,32,100,80,87,74,43,52,50,38,80,75,49,70,55,54,44,100,1,0,,,,,,,,,,,,
03/11/2019,35-44,Do not wish to state,100,100,50,,75,15,16,100,50,50,100,99,100,50,6,50,100,49,9,100,100,100,100,75,100,40,100,0,,,,,,,,,,,,,
03/11/2019,45-54,Do not wish to state,100,100,49,7,85,15,10,7,88,0,49,95,90,90,50,0,,49,60,100,100,100,100,90,100,27,87,0,,,,0,,,,,,,,,
03/11/2019,55-64,Female,85,92,0,49,,,,,,,,,,,,,,,,,,,,,60,0,85,1,1,0,0,0,,,,,,,,,
03/11/2019,35-44,Female,95,95,50,7,50,70,95,95,66,3,84,89,95,95,50,40,50,95,25,100,100,95,91,96,95,50,65,,0,,,,,,,,,,,,
03/11/2019,45-54,Female,100,100,50,0,0,50,25,75,50,50,50,86,100,91,25,15,50,100,50,100,95,90,95,85,70,22,85,0,,,,,,,,,,,,,
03/11/2019,45-54,Female,100,100,50,0,50,50,50,80,26,0,100,100,100,100,50,35,50,50,50,90,90,89,95,82,88,50,95,0,,,,,,,,,,,,,
03/11/2019,45-54,Male,100,50,90,0,90,100,50,75,50,25,100,70,80,90,87,43,50,50,23,50,50,50,70,68,75,20,60,0,,,,,,,,,,,,,
03/11/2019,45-54,Female,87,92,0,0,0,50,54,91,51,0,94,98,90,90,89,40,57,82,60,50,75,80,80,90,95,50,87,0,,,,,,,,,,,,,
03/11/2019,35-44,Male,100,74,70,50,50,67,67,50,100,50,100,50,75,50,92,40,40,40,20,5,39,50,84,88,100,40,92,,0,,,,,,,,,,,,
03/11/2019,45-54,Female,100,100,0,0,0,0,50,1,50,1,100,100,50,100,50,40,50,50,28,100,100,50,50,100,50,60,50,,0,,,,,,,,,,,,
03/11/2019,65-74,Female,87,50,,51,22,37,35,65,50,50,55,45,64,60,40,0,,50,45,50,50,50,44,50,49,,75,1,0,0,0,,,,,,,,,,
03/11/2019,35-44,Female,100,100,100,0,50,49,42,100,50,100,0,100,51,50,100,31,,,31,31,37,41,47,61,50,50,65,1,0,,,,,,,,,,,,
03/11/2019,45-54,Female,22,100,73,32,70,65,50,15,49,50,100,100,100,50,85,44,50,36,24,53,53,80,75,33,50,16,99,0,,,,,,,,,,,,,
03/11/2019,45-54,Female,100,100,0,1,0,63,64,90,25,0,50,81,75,70,25,50,40,20,60,75,80,50,65,50,85,40,85,0,,,,,,,,,,,,,
03/11/2019,45-54,Female,100,100,50,18,53,70,70,88,68,7,50,90,90,75,10,40,75,50,50,95,95,75,80,80,95,35,100,0,,,,,,,,,,,,,
03/11/2019,35-44,Female,100,100,75,1,50,50,50,45,44,74,89,92,86,83,85,9,85,90,33,81,76,81,100,95,89,21,86,0,,,,,,,,,,,,,
03/11/2019,35-44,Female,100,100,50,3,50,40,45,70,20,50,26,90,90,50,75,6,4,28,23,50,50,50,90,67,50,20,90,0,,,,,,,,,,,,,
03/11/2019,35-44,Female,100,70,100,20,45,50,45,88,12,75,38,81,77,60,55,17,45,45,55,75,75,50,60,60,60,16,80,0,,0,,,,,,,,,,,
02/11/2019,45-54,Female,100,100,90,,50,72,60,100,95,15,88,100,80,90,82,35,94,90,13,95,92,85,83,87,100,40,99,0,,,,,,,,,,,,,
02/11/2019,45-54,Male,100,100,0,0,,70,50,100,100,0,100,100,100,100,50,50,94,50,50,50,95,50,50,90,70,30,80,0,,,,,,,,,,,,,
02/11/2019,45-54,Female,100,100,9,9,50,50,51,50,55,25,85,85,85,90,95,10,94,90,52,90,85,90,95,80,85,11,94,0,,,,,,,,,,,,,
02/11/2019,45-54,Female,100,100,50,51,100,49,45,74,50,50,75,50,50,50,49,50,50,50,25,50,50,50,51,40,100,25,50,0,,,,,,,,,,,,,
02/11/2019,35-44,Female,100,100,0,5,5,10,15,25,25,50,95,55,35,70,50,45,50,40,40,40,72,80,46,50,85,15,80,0,,,,,,,,,,,,,
02/11/2019,35-44,Male,98,98,44,0,21,15,16,16,16,16,97,98,99,7,34,34,34,34,35,,,,,,,,,,,,,,,,,,,,,,
02/11/2019,15-18,Male,45,80,0,3,90,50,50,50,80,50,95,85,75,85,35,10,80,40,60,85,0,75,100,100,60,30,100,0,,,,,,,,,,,,,
02/11/2019,45-54,Female,100,100,0,0,0,50,50,75,0,0,0,100,25,50,60,0,,,20,50,50,30,30,80,50,,60,0,0,0,1,0,,,,,,,,,
01/11/2019,45-54,Female,100,100,100,0,100,100,100,100,50,0,100,100,100,100,100,0,,,0,100,100,75,100,100,,60,100,1,1,0,0,1,,,,,,,,,
01/11/2019,35-44,Female,91,90,49,7,49,86,92,92,73,0,82,96,97,95,49,43,49,93,42,96,97,96,96,96,89,46,64,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,95,95,95,0,95,76,80,96,97,10,92,70,95,20,100,30,95,95,5,86,85,86,96,90,95,22,95,0,,,,,,,,,,,,,
01/11/2019,15-18,Female,21,98,61,0,50,17,56,88,68,0,99,37,99,95,40,6,49,97,60,98,99,98,99,99,99,12,88,0,,,,,,,,,,,,,
01/11/2019,35-44,Male,98,88,50,0,51,59,64,99,87,20,72,84,87,79,72,37,74,63,17,78,79,69,79,79,76,28,79,,,,,,,,,,,,,,
01/11/2019,45-54,Female,100,50,51,0,50,100,100,100,49,0,100,100,50,100,51,30,51,51,60,100,100,49,50,100,100,0,51,,,,,,,,,,,,,,
01/11/2019,45-54,Female,100,100,100,30,100,80,50,80,80,80,98,84,83,94,86,60,93,100,29,93,92,89,95,93,96,11,100,0,,,,,,,,,,,,,
01/11/2019,45-54,Male,99,96,52,8,56,29,48,100,73,7,98,80,98,75,97,52,95,98,20,95,96,78,97,77,95,16,73,0,1,,,,,,,,,,,,
01/11/2019,45-54,Female,100,50,75,0,100,45,50,70,45,65,55,75,95,80,95,20,50,35,20,100,50,75,100,40,100,10,100,0,,,,,,,,,,,,,
01/11/2019,35-44,Male,80,80,10,5,50,75,75,75,75,0,95,50,50,51,50,30,50,50,20,80,70,50,50,60,65,20,50,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,100,93,0,0,0,55,55,100,40,0,99,99,84,98,26,0,,50,25,22,23,43,47,25,23,,75,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,50,82,50,22,50,1,16,19,51,93,50,84,60,60,60,35,30,25,20,40,40,42,50,,51,51,45,,0,,,,,,,,,,,,
01/11/2019,45-54,Male,99,99,50,0,0,43,41,67,51,0,100,98,72,98,51,37,93,95,34,97,98,99,50,50,51,27,97,0,,,,,,,,,,,,,
01/11/2019,45-54,Female,100,74,48,0,55,58,61,78,81,48,45,47,80,73,72,0,,,30,64,64,64,48,75,66,,74,0,1,0,,,,,,,,,,,
01/11/2019,35-44,Female,97,94,84,50,80,64,67,67,76,23,86,70,86,86,79,36,40,80,26,70,67,77,73,75,80,34,73,0,1,,,,,,,,,,,,
01/11/2019,15-18,Female,100,75,100,0,50,50,52,100,70,70,74,45,100,50,60,10,53,50,60,80,51,75,76,80,100,5,80,1,0,,,,,,,,,,,,
01/11/2019,35-44,Male,99,87,53,5,52,55,79,93,95,5,95,95,84,84,85,38,62,63,8,60,61,77,81,78,96,60,70,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,98,96,0,0,0,71,33,91,58,0,95,97,71,88,74,38,38,51,17,76,73,73,60,70,73,22,88,0,,,,,,,,,,,,,
01/11/2019,35-44,Male,52,53,0,0,98,98,100,100,50,51,52,0,50,53,0,49,49,50,0,49,0,50,52,98,52,0,0,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,10,98,18,7,18,18,58,68,29,12,85,80,95,10,65,60,93,14,13,98,92,83,83,27,90,13,92,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,100,100,100,20,100,70,70,70,85,0,90,80,90,70,25,35,80,60,15,65,70,68,73,77,85,17,90,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,92,92,51,22,9,46,52,64,56,12,80,91,30,80,13,35,80,25,20,65,70,65,62,70,68,24,68,0,,,,,,,,,,,,,
01/11/2019,45-54,Female,100,98,0,0,0,0,0,98,100,0,100,99,98,99,0,19,98,98,52,99,99,99,99,99,58,6,98,0,,,,,,,,,,,,,
01/11/2019,35-44,Female,100,80,0,5,100,60,,85,100,75,100,75,100,80,65,0,100,100,60,90,100,95,95,95,100,,100,,,,,,,,,,,,,,
01/11/2019,45-54,Do not wish to state,50,100,0,30,0,30,50,50,100,100,80,80,100,85,0,40,100,50,25,100,100,80,100,100,100,20,100,0,,,,,,,,,,,,,
01/11/2019,45-54,Female,98,99,55,54,98,90,59,90,88,53,12,78,69,66,64,50,70,68,11,59,61,42,60,63,73,19,73,0,,,,,,,,,,,,,
